,id,fullName,shortName,city,country,longitude,latitude
24,636,TIT Ground,TIT Ground,Agartala,India,,
26,638,K L Saini Stadium,K L Saini Stadium,Jaipur,India,,
40,652,Lalbhai Contractor Stadium,Lalbhai Contractor Stadium,Surat,India,,
43,655,IC-Gurunanak College Ground,IC-Gurunanak College Ground,Chennai,India,,
44,656,Dr. Akhilesh Das Stadium,Dr. Akhilesh Das Stadium,Lucknow,India,,
45,657,KIIT Cricket Stadium,KIIT Cricket Stadium,Bhubaneshwar,India,,
72,684,Gokaldas S Patel Stadium ,Gokaldas S Patel Stadium ,Nadiad,India,,
82,694,Alur Cricket Stadium-II,Alur Cricket Stadium-II,Alur,India,,
19,731,Shastri Medan,Shastri Medan,Anand,India,,
89,1003,No. 1 Sports Ground,No. 1 Sports Ground,Newcastle,Australia,,
