,id,fullName,shortName,city,country,longitude,latitude
31,542,Reliance Cricket Stadium,Reliance Cricket Stadium,Perecherla,India,,
32,543,TBD,Sagar,Sagar,India,,
33,544,TBD,Allahabad,Allahabad,India,,
34,545,TBD,Cuttack,Cuttack,India,,
35,546,Perinthalmanna Cricket Stadium,Perinthalmanna Cricket Stadium,Perinthalmanna,India,,
36,547,St Pauls College Ground Kalamassery,St Pauls College Ground Kalamassery,Kochi,India,,
37,548,S D College,S D College,Alappuzah,India,,
38,549,TBD,Ongole,Ongole,India,,
39,550,TBD,Amtar,Amtar,India,,
40,551,TBD,Hyderabad,Hyderabad,India,,
41,552,Maharaja International School,Maharaja International School,Rewa,India,,
42,553,TBD,Kannul,Kannul,India,,
43,554,TBD,Kalyani,Kalyani,India,,
44,555,TBD,Raipur,Raipur,India,,
45,557,AOC Ground,AOC Ground,Secunderabad,India,,
46,558,BITS Pilani,BITS Pilani,Margao,India,,
47,559,Keenan Stadium,Keenan Stadium,Jamshedpur,India,,
48,560,NPR College Ground,NPR College Ground,Dindigul,India,,
49,561,Sardar Patel Stadium,Sardar Patel Stadium,Valsad,India,,
50,562,BITS Pilani,BITS Pilani,Vasco ,India,,
51,563,YS Raja Reddy ACA Cricket Stadium,YS Raja Reddy ACA Cricket Stadium,Kadapa,India,,
52,564,JR Institute of Cricket Technology,JR Institute of Cricket Technology,Barwala,India,,
53,565,TATA Digwadih Stadium,TATA Digwadih Stadium,Dhanbad,India,,
54,566,Goa Cricket Association Academy,Goa Cricket Association Academy,Porvorim,India,,
55,567,Krishnagiri Stadium,Krishnagiri Stadium,Wayanad,India,,
56,568,Teerthanker Mahaveer University,Teerthanker Mahaveer University,Moradabad,India,,
57,569,KSCA Stadium,KSCA Stadium,Hubli ,India,,
58,570,Choudhary Charan Singh Sports Stadium,Choudhary Charan Singh Sports Stadium,Muzzafarnagar,India,,
59,571,Veer Surendra Sai Stadium,Veer Surendra Sai Stadium,Sambalpur,India,,
60,572,Karnail Singh Stadium,Karnail Singh Stadium,Railways,India,,
61,573,Gandhi Stadium,Gandhi Stadium,Bolangir,India,,
62,574,Thalassery Cricket Stadium,Thalassery Cricket Stadium,Thalassery,India,,
63,575,Cochin Nehru Stadium,Cochin Nehru Stadium,Cochin,India,,
64,576,YCG,YCG,Seoul,South Korea,,
65,577,Newclose County Cricket Ground,Newclose County Cricket Ground,Newport,England,,
66,578,Friendship Oval,Friendship Oval,Cavite,Philippines,,
67,579,Spytty Park,Spytty Park,Newport,Wales,,
68,580,Ted Summerton Reserve,Ted Summerton Reserve,Moe,Australia,,
69,581,Thiruvananthapuram Second Ground,Thiruvananthapuram Second Ground,Thiruvananthapuram,,,
70,582,Thiruvananthapuram Sports Hub,Thiruvananthapuram Sports Hub,Thiruvananthapuram,,,
71,583,Gorse Lane,Gorse Lane,Grantham,England,,
72,584,Albrecht Oval,Albrecht Oval,Alice Springs,Australia,,
73,585,Sparta Recreational Club,Sparta Recreational Club,Walvis Bay,Namibia,,
74,586,St Xavier's College Ground,St Xavier's College Ground,Thiruvananthapuram,India,,
75,587,Srikantadatta Narasimha Raja Wadeyar Ground,Srikantadatta Narasimha Raja Wadeyar Ground,Mysore,India,,
76,588,Al Amerat Cricket Ground,Al Amerat Cricket Ground,Al Amerat,Oman,,
77,589,Southend Club,Southend Club,Karachi,Pakistan,,
78,590,Maroochydore Cricket Club,Maroochydore Cricket Club,Sunshine Coast,,,
79,591,Phillip Oval,Phillip Oval,Canberra,,,
80,592,National Stadium Abuja,National Stadium Abuja,Abuja,Nigeria,,
81,593,La Manga Club,La Manga Club,Murcia,Spain,,
82,594,Air Force Ground,Air Force Ground,Katunayake,Sri Lanka,,
83,595,Oak Hill CC,Oak Hill CC,Wicklow,Ireland,,
84,596,LC de Villiers Oval,LC de Villiers Oval,Pretoria,South Africa,,
85,597,Sedbergh School,Sedbergh School,Sedbergh,England,,
86,598,Ground 1,Ground 1,Port Vila,Vanuatu,,
87,599,Ground 2,Ground 2,Port Vila,Vanuatu,,
88,600,Sano International Cricket Ground 2,Sano International Cricket Ground 2,Sano,Japan,,
89,601,Club Hippique Adventure Park,Club Hippique Adventure Park,Port Vila,Vanuatu,,
90,602,Independence Park,Independence Park,Port Vila,Vanuatu,,
91,603,King George V Sports Ground,King George V Sports Ground,Castel,Guernsey,,
92,604,College Field,College Field,Castel,Guernsey,,
93,605,Selangor Turf Club,Selangor Turf Club,Kuala Lumpur,Malaysia,,
94,606,The Reforma Athletic Club,The Reforma Athletic Club,Naucalpan,Mexico,,
95,607,Las Caballerizas,Las Caballerizas,Naucalpan,Mexico,,
96,608,Udayana Cricket Ground,Udayana Cricket Ground,Bali,Indonesia,,
97,609,Royal Brussels Cricket Ground,Royal Brussels Cricket Ground,Brussels,Belgium,,
98,610,RCA,RCA,Jaipur,India,,
99,611,JSCA Oval Ground,JSCA Oval Ground,Ranchi,India,,
0,612,Indira Stadium,Indira Stadium,Una,India,,
1,613,Port Diamond Jubilee Stadium,Port Diamond Jubilee Stadium,Vizag,India,,
2,614,Dr P.V.G. Raju ACA Sports Complex,Dr P.V.G. Raju ACA Sports Complex,Vizianagaram,India,,
3,615,PCPA Stadium,PCPA Stadium,Santoshgarh,India,,
4,616,NFRSA Ground,NFRSA Ground,Guwahati,India,,
5,617,Khalsa College Ground,Khalsa College Ground,Amritsar,India,,
6,618,ACA Women's Academy,ACA Women's Academy,Guntur,India,,
7,619,PYC Gymkhana,PYC Gymkhana,Pune,India,,
8,620,TBD,Mandya,Mandya ,India,,
9,621,Patchy Greens ,Patchy Greens ,Teri,India,,
10,622,Luhnu Cricket Ground,Luhnu Cricket Ground,Bilaspur - HPCA,India,,
11,623,Birsa Munda Cricket Stadium,Birsa Munda Cricket Stadium,Chaibasa,India,,
12,624,Sharad Pawar Cricket Academy BKC,Sharad Pawar Cricket Academy BKC,Mumbai,India,,
13,625,J Narendranath ACA Cricket Ground,J Narendranath ACA Cricket Ground,Perecherla,India,,
14,626,MPCA Cricket Ground,MPCA Cricket Ground,Sagar,India,,
15,627,Madan Mohan Malviya Stadium,Madan Mohan Malviya Stadium,Allahabad,India,,
16,628,Chaudhry Bansi Lal Cricket Stadium,Chaudhry Bansi Lal Cricket Stadium,Lahli,India,,
17,629,Ravenshaw University Ground,Ravenshaw University Ground,Cuttack,India,,
18,630,Dhruv Pandove Stadium,Dhruv Pandove Stadium,Patiala,India,,
19,631,Sports Complex Ground,Sports Complex Ground,Noida,India,,
20,632,VCA Stadium,VCA Stadium,Nagpur,India,,
21,633,Mohan Meakins Ground,Mohan Meakins Ground,Ghaziabad,India,,
22,634,"IS Bindra Cricket Stadium, PCA ","IS Bindra Cricket Stadium, PCA ",Mohali,India,,
23,635,St. Stephen's Ground,St. Stephen's Ground,New Delhi,India,,
24,636,TIT Ground,TIT Ground,Agartala,India,,
25,637,Madhavrao Scindia Cricket Ground,Madhavrao Scindia Cricket Ground,Rajkot ,India,,
26,638,K L Saini Stadium,K L Saini Stadium,Jaipur,India,,
27,639,Abhimanyu Cricket Academy,Abhimanyu Cricket Academy,Dehradun,India,,
28,640,Corporation Ground,Corporation Ground,Palakkad,India,,
29,641,CSR Sharma college ground,CSR Sharma college ground,Ongole,India,,
30,642,Atal Bihari Vajpayee Cricket Stadium,Atal Bihari Vajpayee Cricket Stadium,Amtar,India,,
31,643,Gymkhana Ground,Gymkhana Ground,Hyderabad,India,,
32,644,Thalassery Cricket Stadium,Thalassery Cricket Stadium,Kannur,India,,
33,645,Bengal Cricket Academy Ground,Bengal Cricket Academy Ground,Kalyani,India,,
34,646,Emerald Heights International School Ground,Emerald Heights International School Ground,Indore,India,,
35,647,Bhamashah Park Ground,Bhamashah Park Ground,Meerut,India,,
36,648,ICL Sankar Nagar Ground,ICL Sankar Nagar Ground,Tirunelveli,India,,
37,649,Conor Vayal Stadium,Conor Vayal Stadium,Kannul,India,,
38,650,DLW Ground,DLW Ground,Varanasi,India,,
39,651,JNN College of Engg.,JNN College of Engg.,Shimoga,India,,
40,652,Lalbhai Contractor Stadium,Lalbhai Contractor Stadium,Surat,India,,
41,653,Margao Cricket Club,Margao Cricket Club,Goa,India,,
42,654,Perinthalmanna Cricket Stadium,Perinthalmanna Cricket Stadium,Malappuram,India,,
43,655,IC-Gurunanak College Ground,IC-Gurunanak College Ground,Chennai,India,,
44,656,Dr. Akhilesh Das Stadium,Dr. Akhilesh Das Stadium,Lucknow,India,,
45,657,KIIT Cricket Stadium,KIIT Cricket Stadium,Bhubaneshwar,India,,
46,658,R P S Ground,R P S Ground,Colombo,Sri Lanka,,
47,659,"Cricket Stadium, Sector-16","Cricket Stadium, Sector-16",Chandigarh,India,,
48,660,Sher E Kashmir Cricket Stadium,Sher E Kashmir Cricket Stadium,Srinagar,India,,
49,661,Vikash ground,Vikash ground,Bargarh,India,,
50,662,Govt. Gandhi Memorial Science College ground,Govt. Gandhi Memorial Science College ground,Jammu,India,,
51,663,Tinsukia District Sports Association Ground,Tinsukia District Sports Association Ground,Tinsukia,India,,
52,664,St Xavier's KCA Cricket Ground,St Xavier's KCA Cricket Ground,Trivandrum,India,,
53,665,Satindra Mohan Dev Stadium,Satindra Mohan Dev Stadium,Silchar,India,,
54,666,B S L Cricket Stadium.,B S L Cricket Stadium.,Bokaro,India,,
55,667,NURUL AMIN STADIUM,NURUL AMIN STADIUM,Nagaon,India,,
56,668,Panjim Gymkhana Ground,Panjim Gymkhana Ground,South Goa,India,,
57,669,Rajagiri College of Engineering and Technology Ground,Rajagiri College of Engineering and Technology Ground,Kochi,India,,
58,670,Mangaldai Sports Association Stadium,Mangaldai Sports Association Stadium,Mangaldai ,India,,
59,671,JALAN OUTDOOR STADIUM,JALAN OUTDOOR STADIUM,Dibrugarh,India,,
60,672,Aligarh Muslim University,Aligarh Muslim University,Aligarh,India,,
61,673,TNCA Academy,TNCA Academy,Theni ,India,,
62,674,Bokakhat District Sports Association Ground,Bokakhat District Sports Association Ground,Bokakhat,India,,
63,675,TBC,Melbourne,Melbourne,,,
64,676,TBC,Sydney,Sydney,Australia,,
65,677,TBC,Canberra,Canberra,Australia,,
66,678,TBC,Tasmania,Tasmania,Australia,,
67,679,B S P Cricket Stadium,B S P Cricket Stadium,Bhilai,India,,
68,680,D N Singha Stadium,D N Singha Stadium,Goalpara,India,,
69,681,"MCA Cricket Ground, Kundane","MCA Cricket Ground, Kundane",Dhule,India,,
70,682,GSFC Cricket ground,GSFC Cricket ground,Baroda,India,,
71,683,Gandhi Stadium,Gandhi Stadium,Balangir,India,,
72,684,Gokaldas S Patel Stadium ,Gokaldas S Patel Stadium ,Nadiad,India,,
73,685,Sehwag International School ,Sehwag International School ,Jhajjar,India,,
74,686,Gokaraju Liala Gangaaraju ACA Cricket Ground,Gokaraju Liala Gangaaraju ACA Cricket Ground,Mulapadu,India,,
75,687,Reliance cricket ground,Reliance cricket ground, Nagothane,India,,
76,688,Nagaland Cricket Stadium,Nagaland Cricket Stadium,Sovima,,,
77,689,KSCA Stadium,KSCA Stadium,Belgaum ,India,,
78,690,Moin ul haq stadium,Moin ul haq stadium,Patna,India,,
79,691,Golf Club Ground,Golf Club Ground,Nashik,India,,
80,692,N E Railway Cricket Ground,N E Railway Cricket Ground,Gorakhpur,India,,
81,693,"MCA Cricket Ground, Polo Ground","MCA Cricket Ground, Polo Ground",Shillong ,India,,
82,694,Alur Cricket Stadium-II,Alur Cricket Stadium-II,Alur,India,,
83,695,Sanguem Cricket Gound,Sanguem Cricket Gound,Sanguem,India,,
84,696,Mgm Ground,Mgm Ground,Aurangabad,India,,
85,697,Shahid Kajal Smriti Cricket Ground ,Shahid Kajal Smriti Cricket Ground ,Melaghar,India,,
86,698,Luwangpokpa Cricket Stadium,Luwangpokpa Cricket Stadium,Imphal,India,,
87,699,"M P C  A  Cricket Ground 2, Nimkheda","M P C  A  Cricket Ground 2, Nimkheda",Jabalpur,India,,
88,700,Markomannenstrasse,Markomannenstrasse,Vienna,Austria,,
89,701,Marlborough College,Marlborough College,Swindon,,,
90,702,Millfield School,Millfield School,Somerset,,,
91,703,Invermay Park,Invermay Park,Launceston,,,
92,704,Redlands Cricket Ground,Redlands Cricket Ground,Wellington Point,,,
93,705,Tuanaimato Cricket Oval Grounds,Tuanaimato Cricket Oval Grounds,Apia,Samoa,,
94,706,Svanholm Park,Svanholm Park,Brondby,Denmark,,
95,707,La Manga Club,La Manga Club,La Manga,Spain,,
96,708,Sportpark Westvliet,Sportpark Westvliet,Voorburg,Netherlands,,
97,709,Asian Town Cricket Stadium,Asian Town Cricket Stadium,Doha,Qatar,,
98,710,Grand Blottereau,Grand Blottereau,Nantes,France,,
99,711,Cranleigh CC,Cranleigh CC,Cranleigh,England,,
0,712,Aldershot,Aldershot,Aldershot,England,,
1,713,New Malden,New Malden,New Malden,England,,
2,714,CAA Centre,CAA Centre,"Brampton, Ontario",Canada,,
3,715,Kerava NCG,Kerava NCG,Kerava,Finland,,
4,716,Kidderminster CC,Kidderminster CC,Kidderminster,England,,
5,717,Bromsgrove CC,Bromsgrove CC,Bromsgrove,England,,
6,718,Old Elizabethans CC,Old Elizabethans CC,Worcester,England,,
7,719,Barnt Green CC,Barnt Green CC,Barnt Green,England,,
8,720,Souths District Cricket Club,Souths District Cricket Club,Brisbane,Australia,,
9,721,Gladys Elphick Park,Gladys Elphick Park,Adelaide,Australia,,
10,722,Moara Vlasiei,Moara Vlasiei,Ilfov County,Romania,,
11,723,Barnt Green CC,Barnt Green CC,Worcester,England,,
12,724,Forfarshire Cricket Club,Forfarshire Cricket Club,Dundee,Scotland,,
13,725,Arbroath Sports Club,Arbroath Sports Club,Arbroath,Scotland,,
14,726,Yeonhui Cricket Ground,Yeonhui Cricket Ground,Incheon,South Korea,,
15,727,White Hill Field,White Hill Field,Hamilton,Bermuda,,
16,728,Bermuda National Stadium,Bermuda National Stadium,Hamilton,Bermuda,,
17,729,Patchy Greens ,Patchy Greens ,Haryana,India,,
18,730,Abhimanyu Cricket Academy,Abhimanyu Cricket Academy,Agra,India,,
19,731,Shastri Medan,Shastri Medan,Anand,India,,
20,732,Mahabir Chilarai Stadium,Mahabir Chilarai Stadium,Abhayapuri,India,,
21,733,Assam Valley School ground,Assam Valley School ground,Tezpur,India,,
22,734,Rural Development Trust Stadium,Rural Development Trust Stadium,Ananthapur,India,,
23,735,Palmyra Cricket Ground,Palmyra Cricket Ground,Puducherry,India,,
24,736,Jorhat DSA Stadium,Jorhat DSA Stadium,Jorhat,India,,
25,737,East Coast Railway Cricket Stadium,East Coast Railway Cricket Stadium,Bhubaneswar RSPB ,India,,
26,738,"Suaka Cricket Ground, Sihhmui","Suaka Cricket Ground, Sihhmui",Aizawl,India,,
27,739,Wyre Sports Park,Wyre Sports Park,Tiruppur,India,,
28,740,HIGHLANDERS SPORTS ACADEMY,HIGHLANDERS SPORTS ACADEMY,KASHIPUR,India,,
29,741,"Airforce Complex ground, Palam","Airforce Complex ground, Palam",New Delhi Services,India,,
30,742,Railway Cricket Ground,Railway Cricket Ground,Rajkot,India,,
31,743,Balurghat Stadium,Balurghat Stadium,Balurghat,India,,
32,745,Tolerance Cricket Ground,Tolerance Cricket Ground,Abu Dhabi,United Arab Emirates,,
33,746,ADC 1,ADC 1,Abu Dhabi,United Arab Emirates,,
34,747,Nuriootpa Centennial Park,Nuriootpa Centennial Park,Nuriootpa,Australia,,
35,748,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,,
36,749,Alur Cricket Stadium III,Alur Cricket Stadium III,Bangalore,India,,
37,750,Just Cricket,Just Cricket,Bangalore,India,,
38,751,Rajiv Gandhi International Stadium,Rajiv Gandhi International Stadium,Dehradun,India,,
39,752,Kasiga College Ground,Kasiga College Ground,Dehradun,India,,
40,753,Darshanam Sports and Education Academy,Darshanam Sports and Education Academy,Vadodara,India,,
41,754,Motibaug Cricket Ground,Motibaug Cricket Ground,Vadodara,India,,
42,755,TANUSH ACADEMY GROUND,TANUSH ACADEMY GROUND,Dehradun,India,,
43,756,TBD,Puducherry,Puducherry,India,,
44,757,Judges Field,Judges Field,Guwahati,India,,
45,758,"ACA Stadium, Barsapara","ACA Stadium, Barsapara",Guwahati,India,,
